position,,,,,,,Mic_07,Mic_08,Mic_09,Mic_10,Mic_11,Mic_12,Mic_13,Mic_14,Mic_15,Mic_16,Mic_17,Mic_18,Mic_19,Mic_20,Mic_21,Mic_22,Mic_23,Mic_24,Mic_25,Mic_26,Mic_27,Mic_28,Mic_29,Mic_30,Mic_31,Mic_32,Mic_33,Mic_34,Mic_35,Mic_36,Mic_37,Mic_38,Mic_39,Mic_40,Mic_41,Mic_42,Mic_43,Mic_44,Mic_45,Mic_46,Mic_47,Mic_48
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209472,0.209895,-0.586198,0.584018,-1.066961,1.064735,-1.15642,1.1537,-0.719869,0.714845,-0.344725,0.346352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176496,0.177012,-0.563891,0.561338,-1.04748,1.045632,-1.170316,1.16768,-0.746408,0.740843,-0.36097,0.362949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132136,0.132803,-0.535541,0.532741,-1.020682,1.019217,-1.186999,1.184166,-0.781915,0.775776,-0.379787,0.382431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089635,0.090171,-0.509159,0.506218,-0.992784,0.991747,-1.20077,1.197694,-0.817253,0.810772,-0.396654,0.39979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051097,0.051435,-0.484947,0.482029,-0.963772,0.963081,-1.211278,1.207782,-0.852138,0.845461,-0.412789,0.416331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026192,0.026343,-0.468197,0.465415,-0.941281,0.940902,-1.216675,1.21281,-0.8779,0.871184,-0.425283,0.429042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.448146,0.445722,-0.910416,0.910365,-1.220611,1.216097,-0.911603,0.904879,-0.443417,0.447359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.429731,0.427535,-0.876599,0.876772,-1.217424,1.212457,-0.942226,0.935755,-0.463218,0.467245,-0.026324,0.025965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.412797,0.410992,-0.842039,0.842343,-1.210239,1.204804,-0.971755,0.965604,-0.485686,0.489594,-0.060535,0.059827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.400379,0.398774,-0.815891,0.816312,-1.202543,1.196882,-0.993293,0.987389,-0.50421,0.507963,-0.090012,0.089003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.382971,0.381793,-0.780664,0.781011,-1.189169,1.183371,-1.020888,1.015435,-0.530868,0.53423,-0.132549,0.131272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.363515,0.362658,-0.745582,0.745661,-1.172696,1.167084,-1.047481,1.042436,-0.559622,0.562307,-0.176744,0.175382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.340797,0.340367,-0.710711,0.710274,-1.153622,1.148424,-1.072899,1.068176,-0.590242,0.592086,-0.22024,0.219076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32084,0.320648,-0.684993,0.683964,-1.137779,1.133233,-1.091239,1.086782,-0.614359,0.615328,-0.251088,0.250214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.289341,0.289441,-0.651581,0.649447,-1.114981,1.111655,-1.114643,1.110454,-0.647719,0.647347,-0.287954,0.287908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251797,0.252051,-0.619569,0.615885,-1.090781,1.089136,-1.136949,1.132971,-0.682411,0.680416,-0.318534,0.319663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209741,0.210129,-0.589069,0.583459,-1.065238,1.06571,-1.157674,1.153889,-0.717922,0.713987,-0.343465,0.346036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176727,0.177117,-0.567157,0.56011,-1.045138,1.047172,-1.171618,1.167985,-0.745009,0.73962,-0.35933,0.363112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132374,0.132751,-0.539676,0.530499,-1.017386,1.021606,-1.188149,1.184754,-0.781211,0.773838,-0.377617,0.383066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089769,0.090146,-0.514182,0.502856,-0.988604,0.994867,-1.201737,1.198618,-0.817324,0.808097,-0.393916,0.400961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051215,0.051399,-0.490842,0.477437,-0.958786,0.966837,-1.211705,1.20928,-0.852958,0.842025,-0.40976,0.417858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026235,0.026335,-0.474809,0.46001,-0.935844,0.944961,-1.216734,1.214927,-0.879206,0.867245,-0.422081,0.430717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.455577,0.439272,-0.904619,0.914621,-1.219852,1.219083,-0.913563,0.900433,-0.440135,0.449151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437639,0.420359,-0.870722,0.880923,-1.21591,1.216277,-0.944809,0.930707,-0.460224,0.468672,-0.025482,0.026672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.421166,0.403156,-0.836367,0.846188,-1.207821,1.209714,-0.974919,0.960089,-0.483379,0.490527,-0.058628,0.061354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.408816,0.390767,-0.810596,0.819765,-1.19949,1.202383,-0.996736,0.981756,-0.502429,0.508312,-0.087255,0.091195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.391417,0.373518,-0.775964,0.783871,-1.185204,1.189657,-1.024685,1.009716,-0.529894,0.533761,-0.128737,0.13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371822,0.354503,-0.741495,0.747764,-1.168135,1.174007,-1.051313,1.036661,-0.559532,0.561203,-0.17196,0.179214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.348778,0.332401,-0.707272,0.711729,-1.148625,1.155711,-1.076666,1.062778,-0.590942,0.590242,-0.214776,0.223367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.328473,0.312959,-0.681985,0.68496,-1.132671,1.14056,-1.09487,1.08168,-0.615501,0.613115,-0.245324,0.254792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296327,0.282363,-0.648974,0.649931,-1.110084,1.118663,-1.117839,1.105941,-0.649345,0.644866,-0.282221,0.292327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257932,0.245763,-0.617102,0.616055,-1.086515,1.095365,-1.139477,1.129241,-0.684213,0.677952,-0.313341,0.323548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214981,0.204885,-0.586592,0.58361,-1.061896,1.070643,-1.159424,1.150988,-0.719746,0.712119,-0.339269,0.34905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181135,0.172597,-0.564505,0.560329,-1.042751,1.051112,-1.172816,1.165752,-0.746542,0.738118,-0.356001,0.36525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135684,0.129363,-0.536657,0.531002,-1.016345,1.023917,-1.188577,1.183405,-0.782223,0.773181,-0.375755,0.383888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091918,0.087913,-0.510544,0.50344,-0.989253,0.995747,-1.20116,1.198012,-0.81792,0.808456,-0.393319,0.400207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052536,0.050053,-0.486532,0.478963,-0.960555,0.965884,-1.211054,1.209205,-0.852555,0.843473,-0.410775,0.416157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026908,0.025634,-0.469829,0.462142,-0.938532,0.942756,-1.215958,1.214961,-0.878164,0.869509,-0.4239,0.428233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.449633,0.442337,-0.908406,0.911152,-1.219171,1.218858,-0.911516,0.903835,-0.443006,0.445807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.430609,0.424563,-0.875239,0.876634,-1.21566,1.215616,-0.941649,0.935425,-0.46356,0.465052,-0.026531,0.025728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.412953,0.40854,-0.841404,0.841385,-1.208396,1.208053,-0.970563,0.966173,-0.486636,0.486984,-0.061085,0.059227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.399888,0.396985,-0.815707,0.814683,-1.200831,1.19993,-0.991573,0.988613,-0.505442,0.505103,-0.090874,0.088149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.381669,0.38075,-0.781026,0.778808,-1.187758,1.185991,-1.018489,1.017538,-0.532335,0.531261,-0.133982,0.129914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36146,0.362554,-0.746177,0.743025,-1.171964,1.168954,-1.044418,1.045244,-0.560946,0.559598,-0.17878,0.17341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338074,0.340943,-0.711327,0.707651,-1.1537,1.149383,-1.069317,1.071608,-0.591211,0.589779,-0.223057,0.216373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.317725,0.32175,-0.685346,0.681638,-1.13865,1.133255,-1.087495,1.090562,-0.614809,0.613694,-0.254589,0.246937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.286002,0.290991,-0.651129,0.647902,-1.117075,1.110341,-1.110831,1.114404,-0.647259,0.64685,-0.292491,0.283688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248472,0.253791,-0.617696,0.615649,-1.094217,1.086291,-1.133401,1.136719,-0.680652,0.681409,-0.324192,0.314465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206823,0.211855,-0.585438,0.584969,-1.070063,1.061157,-1.154619,1.157075,-0.714732,0.716894,-0.35036,0.339867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1741,0.178642,-0.562117,0.562999,-1.050905,1.041565,-1.169119,1.170744,-0.740533,0.743766,-0.367095,0.356091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130307,0.134005,-0.532645,0.53539,-1.02436,1.014568,-1.186489,1.1867,-0.775218,0.779796,-0.386541,0.37513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.088293,0.090981,-0.505254,0.509522,-0.996643,0.98679,-1.200717,1.199821,-0.810048,0.815457,-0.403932,0.392397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050345,0.051961,-0.480443,0.485638,-0.967412,0.957964,-1.211403,1.209696,-0.844868,0.85072,-0.420376,0.408782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025766,0.026603,-0.463578,0.468941,-0.944474,0.935688,-1.216944,1.21498,-0.870821,0.876352,-0.432866,0.421655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.444052,0.448529,-0.91302,0.905448,-1.220345,1.218766,-0.905249,0.909694,-0.450968,0.440416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.426759,0.429016,-0.878395,0.872344,-1.216379,1.215877,-0.937432,0.939296,-0.470623,0.460726,-0.025241,0.027218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411524,0.410687,-0.842893,0.838702,-1.208031,1.209115,-0.968955,0.967423,-0.492812,0.48376,-0.058137,0.062657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.400497,0.396872,-0.816036,0.813239,-1.199343,1.202117,-0.992139,0.987657,-0.511042,0.50265,-0.086521,0.093259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.385247,0.377769,-0.779713,0.77893,-1.184629,1.189588,-1.022125,1.013586,-0.537219,0.529742,-0.12765,0.137269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367886,0.356712,-0.743565,0.74444,-1.166937,1.174321,-1.050846,1.038447,-0.565432,0.558662,-0.170528,0.182934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.347011,0.332509,-0.707802,0.710025,-1.146834,1.156484,-1.07817,1.062448,-0.595524,0.589195,-0.213104,0.227848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.328092,0.311811,-0.681514,0.684365,-1.130581,1.14155,-1.097606,1.0799,-0.619184,0.613021,-0.243474,0.259662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.297451,0.279906,-0.647541,0.650573,-1.107712,1.120014,-1.121904,1.102669,-0.652016,0.645689,-0.280267,0.297553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.259941,0.242619,-0.615224,0.617552,-1.084067,1.096932,-1.144128,1.124951,-0.686142,0.679247,-0.311427,0.328779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217354,0.201558,-0.584636,0.585535,-1.059626,1.072451,-1.16416,1.146305,-0.721284,0.71334,-0.337406,0.354103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183443,0.169475,-0.562861,0.562354,-1.040608,1.053012,-1.177334,1.161077,-0.747841,0.739089,-0.354271,0.36999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137741,0.126726,-0.535643,0.532884,-1.014593,1.025928,-1.192369,1.179118,-0.783559,0.77363,-0.374147,0.3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093584,0.085849,-0.510588,0.505271,-0.987646,0.9977,-1.204268,1.194478,-0.819101,0.808035,-0.392129,0.404247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05343,0.048916,-0.487629,0.479819,-0.959581,0.968102,-1.212716,1.206518,-0.854386,0.84236,-0.40945,0.419595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027366,0.025011,-0.472019,0.462387,-0.93792,0.945292,-1.216701,1.213124,-0.880237,0.867816,-0.422731,0.431252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45321,0.441537,-0.908045,0.91388,-1.218643,1.218288,-0.914075,0.901204,-0.441798,0.448448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.435464,0.42273,-0.874809,0.879784,-1.214009,1.216156,-0.944915,0.931733,-0.462465,0.467313,-0.025758,0.026406,0,0,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.419061,0.405618,-0.840826,0.844948,-1.205705,1.209693,-0.974593,0.961407,-0.485714,0.488871,-0.059321,0.06075,0,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.406916,0.393099,-0.81509,0.818486,-1.1974,1.202534,-0.996215,0.983113,-0.504632,0.50666,-0.088302,0.090395,0,0,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.389666,0.37588,-0.780352,0.782845,-1.183619,1.189552,-1.023846,1.011111,-0.531797,0.532395,-0.130172,0.133152,0,0,0,0,0,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.370256,0.356719,-0.745655,0.747184,-1.166864,1.173468,-1.050548,1.038172,-0.560883,0.560161,-0.17372,0.177671,0,0,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.347308,0.33459,-0.710991,0.711474,-1.148022,1.154863,-1.075851,1.064063,-0.591825,0.589641,-0.21676,0.221725,0,0,0,0,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32713,0.315053,-0.685453,0.685015,-1.132452,1.139496,-1.094115,1.082805,-0.616042,0.612764,-0.247382,0.253027,0,0,0,0,0,0,0,0,0,0,0,0
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.295081,0.284268,-0.652148,0.650291,-1.110145,1.117475,-1.117337,1.106766,-0.649507,0.644769,-0.284177,0.290673,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256823,0.24749,-0.620082,0.61666,-1.086606,1.09428,-1.139416,1.129599,-0.68419,0.677921,-0.314875,0.32225,0,0,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214003,0.206349,-0.589465,0.584174,-1.061813,1.069999,-1.159843,1.150835,-0.719678,0.711856,-0.340227,0.348273,0,0,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180342,0.173832,-0.567529,0.56072,-1.042316,1.050962,-1.173527,1.165296,-0.746553,0.73756,-0.356451,0.364923,0,0,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135098,0.130256,-0.539915,0.531044,-1.015312,1.024461,-1.189721,1.182594,-0.78255,0.772139,-0.375383,0.384254,0,0,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091641,0.08843,-0.514266,0.503405,-0.987303,0.996822,-1.202981,1.19697,-0.818441,0.806699,-0.392372,0.401545,0,0,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052268,0.050421,-0.490752,0.477915,-0.958152,0.968082,-1.212677,1.208095,-0.854022,0.84103,-0.408806,0.417993,0,0,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026729,0.025804,-0.474667,0.460448,-0.935561,0.945659,-1.217507,1.213937,-0.880205,0.866415,-0.421412,0.430548,0,0,0,0,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.455386,0.439571,-0.904698,0.914795,-1.220315,1.218383,-0.914441,0.899772,-0.439945,0.448617,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437458,0.420552,-0.87088,0.880917,-1.216079,1.215836,-0.945736,0.930179,-0.460295,0.468026,-0.025663,0.026573,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42102,0.403157,-0.836541,0.846254,-1.207814,1.209317,-0.975923,0.959681,-0.483396,0.489778,-0.059087,0.061173,0,0,0,0,0,0,0,0,0,0
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.408912,0.3906,-0.810438,0.819679,-1.19954,1.202293,-0.997811,0.981041,-0.502366,0.50771,-0.087874,0.091011,0,0,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.391635,0.373143,-0.775757,0.78396,-1.184989,1.189494,-1.026041,1.008971,-0.529809,0.533353,-0.129512,0.13413,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.372335,0.353816,-0.740975,0.747914,-1.167763,1.173958,-1.053063,1.035769,-0.559262,0.56091,-0.172736,0.179072,0,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349448,0.331545,-0.706726,0.712024,-1.148129,1.155704,-1.078572,1.061578,-0.590514,0.590029,-0.215539,0.223363,0,0,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329251,0.312016,-0.681432,0.685277,-1.132052,1.140677,-1.096991,1.080281,-0.61507,0.612915,-0.245973,0.254916,0,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.297206,0.281316,-0.6485,0.65023,-1.109229,1.119072,-1.120302,1.104222,-0.648952,0.644482,-0.282483,0.29281,0,0,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.258827,0.244778,-0.61689,0.616208,-1.08536,1.096164,-1.142308,1.127106,-0.683982,0.677256,-0.312969,0.324543,0,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215802,0.203877,-0.586738,0.583459,-1.060381,1.071996,-1.162499,1.14859,-0.719797,0.710722,-0.338157,0.350606,0,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181836,0.171769,-0.565109,0.559921,-1.040893,1.052952,-1.176115,1.163098,-0.746899,0.73619,-0.354238,0.367288,0,0,0,0,0,0,0,0,0,0
