position,,,,,,,Mic_07,Mic_08,Mic_09,Mic_10,Mic_11,Mic_12,Mic_13,Mic_14,Mic_15,Mic_16,Mic_17,Mic_18,Mic_19,Mic_20,Mic_21,Mic_22,Mic_23,Mic_24,Mic_25,Mic_26,Mic_27,Mic_28,Mic_29,Mic_30,Mic_31,Mic_32,Mic_33,Mic_34,Mic_35,Mic_36,Mic_37,Mic_38,Mic_39,Mic_40,Mic_41,Mic_42,Mic_43,Mic_44,Mic_45,Mic_46,Mic_47,Mic_48
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305857,0.305333,4.100253,4.097449,-0.424528,-0.419935,-5.585844,-5.585948,0.295221,0.321996,4.246497,4.229532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.236903,4.233255,-0.044444,-0.039732,-5.599708,-5.600715,0.002143,0.029299,4.204699,4.188753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272784,4.268469,0.246918,0.251604,-5.57475,-5.576304,-0.385534,-0.359139,4.065349,4.051197,0.313151,0.31251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.263447,4.258938,0.52748,0.532133,-5.457311,-5.458865,-0.821055,-0.796315,3.865271,3.85375,0.711692,0.710234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.257399,4.252831,0.772908,0.777524,-5.304712,-5.305893,-1.202472,-1.179571,3.648467,3.639184,1.028972,1.026823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153059,4.148585,1.044837,1.049221,-5.04529,-5.045916,-1.691382,-1.671546,3.372082,3.366178,1.516142,1.513013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.987454,3.983189,1.317381,1.321517,-4.719429,-4.719257,-2.194568,-2.178395,3.069328,3.066889,2.019591,2.015392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.757506,3.753564,1.596219,1.600045,-4.338265,-4.33722,-2.70118,-2.688985,2.752332,2.753452,2.514171,2.50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.569939,3.566334,1.850928,1.854627,-4.003745,-4.001911,-3.100655,-3.091606,2.475786,2.479501,2.837977,2.832098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21838,3.215252,2.152717,2.156258,-3.550665,-3.547698,-3.583737,-3.578702,2.163677,2.170729,3.255898,3.249257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.798835,2.796127,2.472389,2.475732,-3.073237,-3.069399,-4.038014,-4.037121,1.869838,1.87971,3.601591,3.594367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.330808,2.328589,2.799728,2.803022,-2.582775,-2.578015,-4.453668,-4.456418,1.591365,1.603749,3.874621,3.866877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98609,1.984265,3.077669,3.080939,-2.184456,-2.178925,-4.747275,-4.752547,1.349328,1.36323,4.001653,3.993626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.489326,1.487984,3.385968,3.389148,-1.69269,-1.686388,-5.065481,-5.073652,1.082325,1.09796,4.154714,4.1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00998,1.00903,3.66602,3.669233,-1.215899,-1.208846,-5.315913,-5.326287,0.814981,0.831862,4.247308,4.239086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572224,0.571715,3.905421,3.907971,-0.764569,-0.756988,-5.488753,-5.500797,0.541981,0.559601,4.285453,4.277021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307441,0.307069,4.084257,4.086281,-0.41648,-0.408528,-5.567088,-5.579986,0.291822,0.309415,4.246271,4.237763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2205,4.221653,-0.035038,-0.026999,-5.581165,-5.594443,-0.001382,0.015799,4.20573,4.197213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.257984,4.25655,0.256688,0.264675,-5.557835,-5.571366,-0.388033,-0.370677,4.06796,4.059447,0.310563,0.312316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.248973,4.243455,0.540425,0.544996,-5.44345,-5.450456,-0.823617,-0.814488,3.869755,3.86533,0.708404,0.716281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.246767,4.244545,0.781304,0.789516,-5.291757,-5.304567,-1.200752,-1.186653,3.654294,3.645561,1.021151,1.026552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.146213,4.14181,1.052531,1.059295,-5.036081,-5.045523,-1.685511,-1.675293,3.379143,3.370319,1.504699,1.51264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.984774,3.978935,1.323601,1.330378,-4.71328,-4.721083,-2.185781,-2.178226,3.077344,3.068828,2.004615,2.014895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.758814,3.751822,1.600439,1.60758,-4.334458,-4.34122,-2.689633,-2.684995,2.76133,2.753339,2.496324,2.508586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.573736,3.566138,1.853627,1.861243,-4.001353,-4.00719,-3.08752,-3.085278,2.485438,2.477804,2.818693,2.831881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.224404,3.216496,2.152794,2.161696,-3.548972,-3.554048,-3.569141,-3.569571,2.17386,2.167414,3.235357,3.249439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.806262,2.798581,2.470114,2.480772,-3.071203,-3.076472,-4.023757,-4.026846,1.880416,1.875443,3.581415,3.595515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33834,2.331426,2.794905,2.807795,-2.579135,-2.58504,-4.440309,-4.445768,1.602051,1.598884,3.855599,3.869082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.993329,1.986864,3.070956,3.085929,-2.179178,-2.185378,-4.735587,-4.742889,1.359996,1.358121,3.984441,3.997108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49526,1.490529,3.377055,3.394443,-1.684928,-1.692766,-5.05621,-5.064827,1.092899,1.093143,4.139817,4.151153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014354,1.011081,3.655316,3.675075,-1.205446,-1.21457,-5.309349,-5.319136,0.825314,0.827413,4.235111,4.245106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574953,0.573001,3.893243,3.914779,-0.751391,-0.762098,-5.484964,-5.495824,0.552257,0.555577,4.275727,4.284415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308744,0.307788,4.071086,4.093772,-0.401795,-0.413409,-5.565422,-5.576706,0.301937,0.305925,4.238158,4.246106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.207109,4.230392,-0.018924,-0.031544,-5.581867,-5.593143,0.008639,0.012919,4.199262,4.20661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244391,4.267399,0.272812,0.260024,-5.560924,-5.571378,-0.377941,-0.3739,4.062247,4.069643,0.312358,0.311813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.238654,4.260493,0.552574,0.539757,-5.447616,-5.456942,-0.811326,-0.808386,3.863759,3.871635,0.709684,0.708541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.236095,4.256935,0.796657,0.784291,-5.298125,-5.306392,-1.190997,-1.18915,3.647563,3.655887,1.025732,1.02421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.137104,4.155856,1.065666,1.054183,-5.042454,-5.049353,-1.676927,-1.676652,3.37161,3.380403,1.510769,1.508902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.977571,3.994081,1.33516,1.324998,-4.720271,-4.725441,-2.177692,-2.179791,3.068462,3.078544,2.012469,2.010425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.753515,3.767505,1.610391,1.601857,-4.342102,-4.345875,-2.682234,-2.686456,2.751499,2.762241,2.50528,2.503565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.569685,3.581873,1.862178,1.855216,-4.009028,-4.011711,-3.080517,-3.086316,2.474976,2.4861,2.827648,2.826555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.221976,3.231918,2.160152,2.155592,-3.557046,-3.55862,-3.563098,-3.570393,2.163223,2.174482,3.24404,3.244382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.804796,2.81258,2.476501,2.474504,-3.079675,-3.080486,-4.01837,-4.027379,1.870401,1.880784,3.588378,3.591174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.337615,2.343626,2.800705,2.801604,-2.587728,-2.588671,-4.436142,-4.445672,1.592784,1.602874,3.860431,3.865726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99315,1.997937,3.076972,3.079948,-2.188044,-2.189248,-4.732362,-4.742367,1.351827,1.360969,3.987048,3.994508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495445,1.498826,3.382782,3.388694,-1.693921,-1.695546,-5.053882,-5.064054,1.086261,1.094363,4.139597,4.150074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014886,1.0161,3.660282,3.669043,-1.213752,-1.215829,-5.308523,-5.318376,0.820512,0.827374,4.232354,4.245134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575177,0.576352,3.898067,3.909516,-0.760655,-0.763902,-5.484124,-5.493941,0.548417,0.554605,4.270105,4.285522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308904,0.309535,4.075426,4.088758,-0.410909,-0.414917,-5.564922,-5.574435,0.298761,0.304363,4.23103,4.247514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.210127,4.225557,-0.027587,-0.03279,-5.581212,-5.590189,0.005713,0.011072,4.1908,4.207814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.245575,4.262707,0.265072,0.258738,-5.559664,-5.568036,-0.381395,-0.376055,4.053152,4.069411,0.31252,0.313094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.237524,4.256076,0.545699,0.538459,-5.445859,-5.45341,-0.816119,-0.810313,3.854901,3.869404,0.710113,0.711456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233257,4.252662,0.790529,0.782972,-5.295924,-5.302566,-1.196829,-1.19057,3.639045,3.651893,1.026273,1.028181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.131874,4.151903,1.060805,1.053015,-5.039638,-5.045255,-1.684371,-1.677652,3.363835,3.374315,1.511736,1.514264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.970115,3.990316,1.331285,1.323797,-4.717052,-4.721496,-2.186477,-2.179415,3.06186,3.070164,2.013155,2.016093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.744323,3.764069,1.607462,1.600888,-4.339017,-4.342168,-2.691776,-2.68469,2.745766,2.752392,2.505624,2.508775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.559453,3.57865,1.859901,1.854499,-4.006589,-4.008717,-3.090243,-3.083566,2.470054,2.475788,2.827739,2.830905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211203,3.229183,2.158525,2.155677,-3.555898,-3.556768,-3.571837,-3.566262,2.158403,2.164956,3.243542,3.245853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.794526,2.810504,2.47545,2.475582,-3.080652,-3.080691,-4.025237,-4.022065,1.86517,1.873448,3.587192,3.588183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.328405,2.342012,2.800124,2.803976,-2.591504,-2.59056,-4.439569,-4.439353,1.587193,1.598482,3.857825,3.857004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.984175,1.99773,3.076228,3.084699,-2.193994,-2.19409,-4.73343,-4.735724,1.345414,1.360452,3.983752,3.981613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.489085,1.497961,3.382569,3.394112,-1.704112,-1.701514,-5.051411,-5.05679,1.080153,1.097721,4.135413,4.131402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010256,1.016372,3.661353,3.677322,-1.228483,-1.224964,-5.302789,-5.311219,0.814324,0.835247,4.227013,4.221341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572489,0.575978,3.899716,3.919862,-0.778232,-0.77384,-5.477419,-5.488608,0.543705,0.56699,4.264581,4.257623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307615,0.309534,4.078379,4.101623,-0.431032,-0.426051,-5.558099,-5.570674,0.295631,0.319815,4.225526,4.217909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.215878,4.242229,-0.050473,-0.044501,-5.576654,-5.590708,0.005884,0.029205,4.18566,4.177944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.254867,4.283805,0.240103,0.246955,-5.559318,-5.573205,-0.375576,-0.355136,4.049832,4.043025,0.306618,0.308664,0,0,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.251018,4.281794,0.519814,0.527602,-5.451023,-5.464166,-0.803596,-0.787542,3.854017,3.848813,0.696756,0.702141,0,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.250366,4.281961,0.76388,0.773307,-5.305452,-5.317135,-1.178964,-1.167467,3.640373,3.636368,1.007407,1.01412,0,0,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153474,4.185486,1.033759,1.044205,-5.055824,-5.065324,-1.659035,-1.653977,3.368408,3.366674,1.485394,1.495094,0,0,0,0,0,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.995792,4.027537,1.304556,1.316386,-4.738326,-4.745061,-2.155247,-2.15692,3.069221,3.069199,1.980058,1.992887,0,0,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77325,3.80389,1.581432,1.594263,-4.363906,-4.367793,-2.656078,-2.66405,2.755427,2.757058,2.467674,2.483365,0,0,0,0,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.590003,3.619419,1.834315,1.847899,-4.032528,-4.03419,-3.052521,-3.064534,2.480775,2.483272,2.787924,2.805416,0,0,0,0,0,0,0,0,0,0,0,0
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.242316,3.269355,2.133521,2.147778,-3.580567,-3.579566,-3.534258,-3.550269,2.170208,2.173238,3.204009,3.223554,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.824104,2.847937,2.450764,2.464956,-3.100093,-3.097472,-3.990969,-4.009491,1.877063,1.879101,3.551965,3.572949,0,0,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.354863,2.374988,2.775617,2.789456,-2.603589,-2.599424,-4.411176,-4.430475,1.597849,1.59889,3.830205,3.851858,0,0,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.008104,2.025204,3.051773,3.065556,-2.19927,-2.194381,-4.710709,-4.729665,1.355575,1.354933,3.963436,3.985069,0,0,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.507063,1.519753,3.358008,3.370841,-1.698944,-1.692802,-5.03719,-5.054442,1.088451,1.084149,4.125591,4.14718,0,0,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022631,1.03153,3.637114,3.649184,-1.212602,-1.206839,-5.296774,-5.312473,0.819868,0.814231,4.227657,4.248819,0,0,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579746,0.584848,3.876578,3.887321,-0.753062,-0.747347,-5.47881,-5.492396,0.546823,0.538303,4.274537,4.295143,0,0,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311281,0.313898,4.056471,4.066233,-0.400251,-0.394454,-5.563923,-5.575869,0.296805,0.286309,4.241001,4.261022,0,0,0,0,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.196068,4.204405,-0.01489,-0.009088,-5.585664,-5.595536,0.004544,-0.008069,4.205446,4.225059,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.237599,4.244524,0.276244,0.282212,-5.568769,-5.576868,-0.379145,-0.393259,4.07035,4.089501,0.309284,0.309766,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.237026,4.242535,0.553248,0.559613,-5.457671,-5.464666,-0.808519,-0.823642,3.871962,3.890593,0.70264,0.703682,0,0,0,0,0,0,0,0,0,0
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.239371,4.244178,0.794571,0.801552,-5.309435,-5.315678,-1.185056,-1.200396,3.654833,3.673262,1.015461,1.017144,0,0,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.146543,4.149923,1.059081,1.067192,-5.054016,-5.060175,-1.666537,-1.68172,3.377165,3.394833,1.496475,1.498963,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.993021,3.995062,1.323827,1.333054,-4.730988,-4.737609,-2.162981,-2.177525,3.072134,3.089325,1.993856,1.997165,0,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.773648,3.77487,1.594303,1.605296,-4.351399,-4.359152,-2.663964,-2.677201,2.753495,2.769621,2.483313,2.487525,0,0,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.592338,3.593019,1.843051,1.855495,-4.016912,-4.025971,-3.060213,-3.072279,2.476386,2.491591,2.804069,2.80893,0,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.246287,3.246411,2.138339,2.153099,-3.56267,-3.573772,-3.541679,-3.551242,2.164319,2.178368,3.218951,3.224725,0,0,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828947,2.82864,2.454336,2.471392,-3.08284,-3.09713,-3.998417,-4.005323,1.872374,1.884819,3.563714,3.570272,0,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35949,2.359071,2.779869,2.799773,-2.588342,-2.605985,-4.418733,-4.422666,1.596739,1.607339,3.836496,3.843676,0,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.012629,2.012145,3.058041,3.079923,-2.18716,-2.207166,-4.718209,-4.719702,1.357698,1.366754,3.964884,3.972813,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.510704,1.510237,3.367202,3.391462,-1.691028,-1.714249,-5.044321,-5.042886,1.095157,1.102286,4.120063,4.128805,0,0,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025431,1.025119,3.649586,3.675904,-1.209848,-1.235575,-5.303403,-5.299275,0.83188,0.83713,4.215168,4.224745,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581358,0.581164,3.891267,3.919063,-0.75466,-0.781857,-5.484209,-5.478177,0.562466,0.565938,4.255628,4.2661,0,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31191,0.312576,4.071582,4.100748,-0.404136,-0.431649,-5.568104,-5.561464,0.314149,0.316547,4.218567,4.229552,0,0,0,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2106,4.239288,-0.021309,-0.04758,-5.587138,-5.580027,0.022788,0.023228,4.179595,4.191978,0,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.248552,4.276415,0.269444,0.246499,-5.566973,-5.560647,-0.363488,-0.364403,4.043206,4.056951,0.311814,0.313211,0,0,0,0,0,0,0,0
