position,Mic_07,Mic_08,Mic_09,Mic_10,Mic_11,Mic_12,Mic_13,Mic_14,Mic_15,Mic_16,Mic_17,Mic_18,Mic_19,Mic_20,Mic_21,Mic_22,Mic_23,Mic_24,Mic_25,Mic_26,Mic_27,Mic_28,Mic_29,Mic_30,Mic_31,Mic_32,Mic_33,Mic_34,Mic_35,Mic_36,Mic_37,Mic_38,Mic_39,Mic_40,Mic_41,Mic_42,Mic_43,Mic_44,Mic_45,Mic_46,Mic_47,Mic_48
936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.240549,-1.241348,-1.345921,-1.350548,-0.540416,-0.533936,-0.531880,-0.525922,-1.348230,-1.349569,-1.251699,-1.251117,0.000000,0.000000,0.000000,0.000000
940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.076660,-1.077394,-1.408382,-1.414293,-0.637677,-0.631036,-0.432356,-0.426041,-1.306412,-1.307521,-1.387545,-1.387001,0.000000,0.000000,0.000000,0.000000
944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.896073,-0.896693,-1.480169,-1.487093,-0.733590,-0.726725,-0.339297,-0.332697,-1.276324,-1.277332,-1.497492,-1.496968,0.000000,0.000000,0.000000,0.000000
947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.754856,-0.755444,-1.536643,-1.544160,-0.803384,-0.796446,-0.275892,-0.269110,-1.259263,-1.260275,-1.563696,-1.563250,0.000000,0.000000,0.000000,0.000000
951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.566383,-0.566787,-1.611266,-1.619422,-0.891549,-0.884371,-0.202065,-0.195252,-1.242155,-1.243213,-1.632906,-1.632591,0.000000,0.000000,0.000000,0.000000
955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.385581,-0.385877,-1.679856,-1.688432,-0.972086,-0.964804,-0.143853,-0.137040,-1.228717,-1.229971,-1.682232,-1.682059,0.000000,0.000000,0.000000,0.000000
959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.221293,-0.221420,-1.736806,-1.745454,-1.042768,-1.035383,-0.104425,-0.097628,-1.216251,-1.217626,-1.714296,-1.714300,0.000000,0.000000,0.000000,0.000000
962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.114167,-0.114273,-1.768485,-1.776994,-1.087838,-1.080403,-0.088830,-0.082013,-1.205781,-1.207278,-1.728557,-1.728674,0.000000,0.000000,0.000000,0.000000
966,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.791479,-1.799605,-1.134974,-1.127497,-0.088605,-0.081747,-1.189226,-1.190786,-1.738418,-1.738785,0.000000,0.000000,0.000000,0.000000
970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.779076,-1.786547,-1.152406,-1.145147,-0.091104,-0.084407,-1.139303,-1.140913,-1.716817,-1.717459,-0.115133,-0.114967,0.000000,0.000000
974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.751824,-1.758407,-1.169808,-1.162902,-0.116821,-0.110279,-1.071872,-1.073453,-1.677108,-1.678025,-0.262353,-0.261960,0.000000,0.000000
977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720648,-1.726587,-1.184072,-1.177463,-0.149281,-0.142849,-1.011672,-1.013123,-1.638531,-1.639610,-0.388576,-0.387983,0.000000,0.000000
981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.661897,-1.666630,-1.205439,-1.199337,-0.208484,-0.202273,-0.921593,-0.922890,-1.578886,-1.580075,-0.570333,-0.569437,0.000000,0.000000
985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.582229,-1.586022,-1.231694,-1.226372,-0.282679,-0.276681,-0.823255,-0.824288,-1.514237,-1.515653,-0.759279,-0.758211,0.000000,0.000000
989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.480578,-1.483362,-1.264980,-1.260415,-0.368363,-0.362629,-0.719644,-0.720370,-1.449410,-1.450861,-0.946425,-0.945179,0.000000,0.000000
992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.389431,-1.391503,-1.296061,-1.292129,-0.437808,-0.432424,-0.640244,-0.640711,-1.403656,-1.405076,-1.080341,-1.078962,0.000000,0.000000
996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.246418,-1.247748,-1.347098,-1.344124,-0.534990,-0.530021,-0.534965,-0.535158,-1.350132,-1.351358,-1.242623,-1.241263,0.000000,0.000000
1000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.080433,-1.081174,-1.410446,-1.408444,-0.633708,-0.629220,-0.432948,-0.432727,-1.308608,-1.309450,-1.380334,-1.379030,0.000000,0.000000
1004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.898340,-0.898662,-1.481728,-1.480837,-0.731590,-0.727595,-0.337771,-0.337043,-1.277446,-1.278095,-1.493418,-1.492081,0.000000,0.000000
1007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.756383,-0.756532,-1.536847,-1.536704,-0.803315,-0.799812,-0.273141,-0.272301,-1.258961,-1.258923,-1.562289,-1.561265,0.000000,0.000000
1011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.567206,-0.567189,-1.608675,-1.609519,-0.894480,-0.891612,-0.198406,-0.197313,-1.238996,-1.238346,-1.635624,-1.634966,0.000000,0.000000
1015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.386055,-0.385994,-1.673360,-1.675155,-0.978669,-0.976350,-0.139843,-0.138536,-1.221935,-1.220696,-1.689413,-1.689103,0.000000,0.000000
1019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.221592,-0.221526,-1.725365,-1.727900,-1.053424,-1.051539,-0.100507,-0.099235,-1.205325,-1.203457,-1.725917,-1.726075,0.000000,0.000000
1022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.114314,-0.114274,-1.752424,-1.755554,-1.101773,-1.100114,-0.085693,-0.084216,-1.191431,-1.189274,-1.743261,-1.743702,0.000000,0.000000
1026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.768713,-1.772318,-1.153753,-1.152190,-0.087016,-0.085505,-1.170280,-1.167690,-1.756929,-1.757775,0.000000,0.000000
1030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.748996,-1.752843,-1.176292,-1.174628,-0.091772,-0.089689,-1.114645,-1.112803,-1.737458,-1.738630,-0.118151,-0.118221
1034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.714772,-1.718771,-1.198167,-1.196334,-0.119332,-0.118074,-1.043017,-1.040063,-1.698820,-1.700560,-0.268955,-0.268861
1037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.679432,-1.683445,-1.214887,-1.212692,-0.153426,-0.152261,-0.980410,-0.977388,-1.659946,-1.661916,-0.397577,-0.397458
1041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.617900,-1.621616,-1.237349,-1.234771,-0.214258,-0.213267,-0.889447,-0.886306,-1.598474,-1.600694,-0.581740,-0.581488
1045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.540069,-1.543504,-1.261696,-1.258684,-0.288994,-0.288174,-0.793586,-0.790400,-1.530384,-1.532833,-0.771618,-0.771237
1049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.446057,-1.449246,-1.289054,-1.285198,-0.373743,-0.372780,-0.696632,-0.693675,-1.459917,-1.462800,-0.957343,-0.957110
1052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.365402,-1.368124,-1.312216,-1.308647,-0.440892,-0.440375,-0.625825,-0.622440,-1.409124,-1.411671,-1.088323,-1.087937
1056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.244116,-1.246432,-1.347885,-1.344302,-0.532622,-0.532306,-0.537192,-0.533677,-1.347053,-1.349410,-1.243946,-1.243498
1060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.108450,-1.110392,-1.390215,-1.386808,-0.623137,-0.622942,-0.457685,-0.453982,-1.295561,-1.297628,-1.371978,-1.371536
1064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.960108,-0.961443,-1.438160,-1.435222,-0.711400,-0.711151,-0.386749,-0.382890,-1.254618,-1.256373,-1.474645,-1.474341
1067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841037,-0.842435,-1.477089,-1.474610,-0.776118,-0.776143,-0.339044,-0.334740,-1.230226,-1.231482,-1.537082,-1.536772
1071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.674679,-0.675575,-1.532418,-1.530659,-0.860497,-0.860609,-0.280457,-0.275964,-1.204756,-1.205444,-1.605047,-1.604993
1075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.500642,-0.501359,-1.590721,-1.589791,-0.942816,-0.943206,-0.226731,-0.221944,-1.186218,-1.186406,-1.659286,-1.659322
1079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.321125,-0.321641,-1.650998,-1.651089,-1.023362,-1.023918,-0.176486,-0.171535,-1.172971,-1.172460,-1.703261,-1.703612
1082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.183907,-0.184471,-1.696843,-1.698182,-1.083031,-1.083322,-0.139754,-0.135126,-1.165436,-1.164548,-1.732139,-1.732619
1086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.759340,-1.761401,-1.161470,-1.162396,-0.092210,-0.087075,-1.156773,-1.155361,-1.767992,-1.768722
