-7.819000000000000394e-01,-7.659000075245510075e-01,-7.727299660454970409e-01,-7.782771892838855621e-01,-7.805181313746081262e-01,-7.753442450661796048e-01,-7.715599940246788968e-01,-7.705043639030492164e-01,-7.659543997131404991e-01,-7.711716859806551083e-01,-7.783565451912455302e-01,-7.822705120889197339e-01,-7.776800083713547584e-01,-7.706839039142835412e-01,-7.630999131524169865e-01,-7.669988946558161658e-01,-7.692739065046654279e-01,-7.758815630254831675e-01,-7.812598371674358555e-01,-7.844967099478595829e-01,-7.805527186963998609e-01,-7.767786449444337160e-01,-7.829991793607322670e-01,-7.861953039083746653e-01,-7.809507344643236149e-01,-7.755973569494089004e-01,-7.687932286437195728e-01,-7.655910129545572262e-01,-7.645559594439030882e-01,-7.677506681774393105e-01,-7.692451750506912322e-01,-7.737793502920861100e-01,-7.806207668317808324e-01,-7.882109970793893527e-01,-7.920364025875020753e-01,-7.875668652894445287e-01,-7.843153597892885687e-01,-7.885364786680026938e-01,-7.955273463613141693e-01,-7.705043639030492164e-01
0.000000000000000000e+00,1.599999890865203347e-02,1.095880575485603386e-02,4.674718043609983262e-03,1.558224194527067178e-03,6.771238998841560414e-03,1.099463688253465854e-02,7.314715622866507783e-03,7.581210762973291002e-03,1.022575995218587622e-03,-3.770164544729202177e-03,-6.553463593547460136e-03,-6.188694385080459499e-03,-4.220625705368546976e-04,2.784791139419930030e-03,-2.269374542573685417e-03,-5.240784682460030396e-03,-1.120646874650169794e-02,-1.777059661175373756e-02,-2.166625271900692734e-02,-2.012091828956162273e-02,-1.670637360761852500e-02,-2.322706062987399053e-02,-2.694532333549001790e-02,-2.622768900524346039e-02,-2.136329715321803532e-02,-1.451960957848974498e-02,-1.332578174893924751e-02,-1.222588986912095596e-02,-1.614960363598635235e-02,-2.216456844981867097e-02,-2.441007903068272838e-02,-3.106408072100750803e-02,-3.833200227468249593e-02,-4.214127906167838833e-02,-3.893620828681703533e-02,-3.594803432813314936e-02,-3.943017615639775320e-02,-4.627388907156312209e-02,7.314715622866507783e-03
0.000000000000000000e+00,1.599999954613779557e-02,1.395101030317023177e-02,8.806014036769831133e-03,1.019301816116772660e-02,5.921970159561757395e-03,2.180594900327644144e-03,-9.427520361450386112e-04,-7.743102856124547961e-03,-3.828194805016052124e-03,3.084826176901488831e-03,7.045846954425315396e-03,6.343965522585100214e-03,-2.290854947548494683e-04,-5.500556344642041663e-03,-3.117399821203353880e-03,-1.668866952298111214e-03,4.754777796092074169e-03,7.104181463865223353e-03,8.725200885623741673e-03,1.362287608426180144e-02,1.707449649672815664e-02,1.064694691617184066e-02,7.073912834219195367e-03,8.995558884374281125e-03,1.336577732436106461e-02,1.922636452720333580e-02,1.829012471709864224e-02,2.135286847865361728e-02,2.192753023857169081e-02,2.314459990021844674e-02,1.682483762428640256e-02,9.743712753200130597e-03,2.415931401186515934e-03,-9.169238652826593693e-04,3.529327967988276412e-03,6.190727102117263465e-03,1.189539623897253873e-02,1.919159539960839031e-02,-9.427520361450386112e-04
0.000000000000000000e+00,1.599999952660068059e-02,1.191356174382613396e-02,6.957656421566145270e-03,8.087191482385736041e-03,3.473478584851056802e-03,3.048510498387438893e-04,4.775486333547421247e-03,1.077750301305859491e-02,5.146617692223022858e-03,1.011189595576183868e-03,-1.669024952047140197e-03,3.881756393084097052e-03,9.941154954792029083e-03,5.274248653391459471e-03,9.307647469381157695e-03,1.199464288534297929e-02,1.863172885928493505e-02,1.521536258088848105e-02,1.295246388182362020e-02,7.656275808484546384e-03,4.279584461451164945e-03,1.080161320955605291e-02,1.443424366500035624e-02,1.404228456962755382e-02,7.480278398665394894e-03,2.065732967454143518e-03,-7.506949645729329122e-04,-2.544168634949506465e-03,-3.727871701377996703e-03,-9.543035051660176196e-03,-1.362754950670254893e-02,-2.049153081465285298e-02,-2.774020535872427640e-02,-3.164707705015322448e-02,-2.864362172069618781e-02,-2.561603712751455569e-02,-3.145876958543276231e-02,-3.698791720973160918e-02,4.775486333547421247e-03
-7.984999999999999876e-01,-7.825000006162352584e-01,-7.866249061620903538e-01,-7.923578078205361086e-01,-7.933867531616475288e-01,-7.874309165476705008e-01,-7.838929507707180777e-01,-7.843866213994713510e-01,-7.909560690852874831e-01,-7.920613470802682077e-01,-7.978385024997159958e-01,-8.011596236440202690e-01,-8.005352744567210133e-01,-7.946524929993509234e-01,-7.886946248009827354e-01,-7.911670147136959930e-01,-7.931036671938787030e-01,-7.997514742261414566e-01,-7.985778161992036495e-01,-7.976044207041215195e-01,-7.952751571141292164e-01,-7.923370849842308328e-01,-7.987036058634778835e-01,-8.021670362820459976e-01,-7.992437729096039112e-01,-7.960376863966520666e-01,-7.892918486424186364e-01,-7.866948736867698244e-01,-7.841760993718173145e-01,-7.832613430325092718e-01,-7.770097465424934402e-01,-7.707524056086049180e-01,-7.632778745170857304e-01,-7.560241104922371669e-01,-7.523229715401714701e-01,-7.550796786189717391e-01,-7.577738935102842355e-01,-7.645136516534249971e-01,-7.682417990243183281e-01,-7.843866213994713510e-01
7.937999999999999501e-01,8.097999991540437703e-01,8.043969254055125528e-01,7.980617227356749943e-01,7.975141145509756502e-01,8.040145532414695317e-01,8.078714404200449950e-01,8.090276261566220484e-01,8.112148371737772923e-01,8.054499087654947154e-01,7.985316418303187724e-01,7.947021280188257819e-01,7.947667034455202506e-01,8.012645602386799792e-01,8.071513273805830391e-01,8.085532378563149436e-01,8.099947096897287535e-01,8.166037571979790632e-01,8.129946546002269070e-01,8.108484471939259031e-01,8.076657089226939590e-01,8.047711900272243035e-01,7.980029738583118704e-01,7.944236251696870088e-01,7.991192111408239596e-01,8.035967423830584488e-01,8.104039557570166252e-01,8.109606148739800791e-01,8.121815162285308531e-01,8.075617990101561228e-01,8.096662545413507717e-01,8.101457612980371703e-01,8.167143350000045654e-01,8.234884499934679303e-01,8.270486944339423552e-01,8.238220808378327042e-01,8.204049644750469605e-01,8.260400102818700185e-01,8.314986323738032814e-01,8.090276261566220484e-01
3.199000000000000177e-01,3.358999991876898683e-01,3.308620004174718243e-01,3.249942021750376608e-01,3.249152663717679301e-01,3.186901581599606015e-01,3.148609480045719833e-01,3.170123814093869230e-01,3.160572060549786677e-01,3.094720537256072102e-01,3.082063163214406321e-01,3.076538020301940457e-01,3.141482853655140350e-01,3.181169902663554261e-01,3.227220488745425886e-01,3.217191478754328204e-01,3.207714629085550717e-01,3.141862514002449203e-01,3.146357222204674287e-01,3.150176976128155060e-01,3.139653035265435599e-01,3.093085836989829529e-01,3.144624654839738853e-01,3.169381832081887840e-01,3.123885398108398603e-01,3.077170371141824678e-01,3.007656217667813991e-01,3.005528451731573347e-01,2.940035803622277344e-01,2.903591200523853999e-01,2.888837620464898559e-01,2.895640062027683981e-01,2.961362512678480940e-01,3.032039810244659961e-01,3.070796885420266631e-01,3.060174962126288034e-01,3.017866341775964911e-01,2.972915105213183029e-01,2.903130049670643587e-01,3.170123814093869230e-01
-3.148000000000000242e-01,-2.988000004596996773e-01,-3.026361910426914048e-01,-3.086520042660430563e-01,-3.100526326432824775e-01,-3.049865359032091217e-01,-3.024581797723543408e-01,-3.076995981240824296e-01,-3.130551736755744496e-01,-3.074128569413137058e-01,-3.084122378643496809e-01,-3.079370336198571922e-01,-3.142099393351993619e-01,-3.202689666233178301e-01,-3.155213933008318428e-01,-3.173283554260175610e-01,-3.186848151389547468e-01,-3.177262533816758716e-01,-3.242730850366375983e-01,-3.280255888435889555e-01,-3.303190064249822422e-01,-3.323647967869896025e-01,-3.262050336309398890e-01,-3.227652703041448135e-01,-3.228411198674246974e-01,-3.164816757341744058e-01,-3.098406729186018449e-01,-3.077619151670825670e-01,-3.063331791713322372e-01,-3.101122032530786443e-01,-3.140509487645754549e-01,-3.092876936388452846e-01,-3.025009383885561842e-01,-2.952807124657392257e-01,-2.918024261061096802e-01,-2.970815638703780404e-01,-3.010537978540906989e-01,-2.949546579247877554e-01,-2.891289785492262565e-01,-3.076995981240824296e-01
3.199000000000000177e-01,3.358999991064588464e-01,3.341601828251752893e-01,3.277241090789564937e-01,3.235291649721284135e-01,3.260375673383624218e-01,3.254653930951578733e-01,3.320159378267488193e-01,3.363828511551382738e-01,3.385934936097995118e-01,3.378633431361730000e-01,3.401720028415538555e-01,3.375149273280060869e-01,3.311744407698151704e-01,3.254166783617473135e-01,3.309463014767128342e-01,3.342274928599098804e-01,3.410361620438394081e-01,3.380480124965802302e-01,3.362112912971135792e-01,3.361335088797409165e-01,3.422402944196632490e-01,3.362985505221422478e-01,3.329448816978998749e-01,3.347834837352672288e-01,3.383012204075985241e-01,3.451615745269438484e-01,3.465427191203770407e-01,3.476413199163040924e-01,3.485819547345933578e-01,3.550918206956338308e-01,3.575869473940063159e-01,3.642956775512445344e-01,3.718108780356479959e-01,3.748783597842657023e-01,3.692507014940273335e-01,3.649512528778628973e-01,3.707857280049098869e-01,3.774728778178900179e-01,3.320159378267488193e-01
-3.148000000000000242e-01,-2.988000004781491414e-01,-2.958146976577949450e-01,-2.920877957629581245e-01,-2.965379437024596165e-01,-2.949792149843772360e-01,-3.000298382992744872e-01,-2.974765515388348436e-01,-2.908808284881343464e-01,-2.958209990414523705e-01,-3.020935297591761937e-01,-3.054787348270094349e-01,-3.029669186416672488e-01,-2.963520771199413262e-01,-2.995949568823252362e-01,-3.056107655664295208e-01,-3.092110461228183005e-01,-3.159469844464262711e-01,-3.127555783943777312e-01,-3.108764798784932615e-01,-3.112438418081152625e-01,-3.178100812284805898e-01,-3.206027155895554981e-01,-3.220318699934787143e-01,-3.201714783972779421e-01,-3.181057328357999037e-01,-3.241052072950199592e-01,-3.265197729692797535e-01,-3.259294525536641229e-01,-3.281295211791078192e-01,-3.246861434204733055e-01,-3.204991608483059307e-01,-3.135272641835882834e-01,-3.058722232412183217e-01,-3.024852788117406432e-01,-3.077911774024495450e-01,-3.123641477780069176e-01,-3.061528049392432393e-01,-3.011442264942982838e-01,-2.974765515388348436e-01
