-7.819000000000000394e-01,-7.699000003147967730e-01,-7.639000021621290548e-01,-7.699000017746051583e-01,-7.759000012830366000e-01,-7.818999927543649475e-01,-7.878999911919333243e-01,-7.818999929950801731e-01,-7.758999936373250916e-01,-7.698999943775560739e-01,-7.639000021384737549e-01,-7.699000017709110022e-01,-7.759000003965268455e-01,-7.818999977717607797e-01,-7.758999997518732927e-01,-7.699000010848952025e-01,-7.639000015343498928e-01,-7.699000010327534671e-01,-7.759000007704932589e-01,-7.699000017426933518e-01,-7.639000022072409690e-01,-7.699000009577009473e-01,-7.759000005925885679e-01,-7.699000014862190655e-01,-7.759000011540861941e-01,-7.818999966981380334e-01,-7.878999962813973967e-01,-7.818999967701492082e-01,-7.758999970514560696e-01,-7.698999975420861563e-01,-7.758999963773584030e-01,-7.818999952304238610e-01,-7.878999943852045273e-01,-7.818999947031674003e-01,-7.878999933170962588e-01,-7.699000017746051583e-01
0.000000000000000000e+00,1.199999939539040696e-02,6.000003593871257139e-03,1.200000314094260521e-02,1.800000269004652792e-02,1.200000489131820836e-02,6.000040827079222705e-03,1.200003888664871038e-02,1.800003831576438632e-02,1.200003881874190520e-02,6.000039407509383423e-03,1.200003915497680276e-02,1.800003769531077075e-02,2.400003714594889370e-02,3.000003618626968099e-02,2.400004742172303501e-02,1.800004807692426323e-02,2.400004743829250650e-02,3.000004688831172522e-02,3.600004495914183034e-02,4.200004434186636881e-02,3.600004504583264459e-02,3.000004545056970603e-02,3.600004495056213089e-02,3.000004582485292504e-02,2.400004615318614490e-02,3.000004522004886751e-02,2.400004554535057830e-02,1.800004595774700594e-02,1.200004679048085644e-02,1.800004577276553830e-02,2.400004239088940339e-02,1.800004327319681269e-02,2.400004292663416791e-02,3.000003953846154189e-02,1.200000314094260521e-02
0.000000000000000000e+00,1.199999972398256218e-02,1.799999813145465241e-02,1.199999859715343391e-02,5.999999258313169249e-03,1.199999861866197712e-02,1.799999779840993561e-02,1.199999913867367402e-02,5.999999500518003563e-03,1.199999893475101054e-02,1.799999859199711422e-02,1.199999902131096419e-02,6.000000848433219638e-03,1.427692096489519002e-09,-5.999998292509217679e-03,-1.199999765900051224e-02,-1.799999729144789729e-02,-1.199999770722381606e-02,-5.999998440531525631e-03,-1.199999677930186498e-02,-1.799999641303694914e-02,-1.199999721823615667e-02,-5.999997678040262794e-03,-1.199999679171350614e-02,-5.999997635456830354e-03,-1.199999693773502567e-02,-5.999997474288960506e-03,-1.199999692764792611e-02,-1.799999649579885411e-02,-2.399999593748863499e-02,-1.799999646122524277e-02,-1.199999763289938751e-02,-6.000003147318364385e-03,-1.200000287087175932e-02,-1.800000218926426157e-02,1.199999859715343391e-02
0.000000000000000000e+00,1.199999945585136091e-02,5.999999767900815635e-03,1.199999938566711014e-02,1.799999873126927746e-02,1.199999937433755479e-02,1.799999847593803520e-02,1.199999981620175626e-02,6.000000347149198401e-03,1.199999839839673010e-02,1.799999777034496165e-02,1.199999823699042859e-02,5.999999991853621588e-03,1.945168017110365799e-09,-5.999997859820822149e-03,-7.905443254879740422e-09,5.999991007167910888e-03,-6.512717467752060507e-09,-6.000005662144243176e-03,-6.243350828515070727e-09,5.999993335517213311e-03,-6.226047618435037734e-09,-6.000006000999837802e-03,-6.376005540383034020e-09,-6.000004851601215515e-03,-1.200000443009240775e-02,-6.000004846833357532e-03,-1.200000420019701336e-02,-1.800000373309496721e-02,-2.400000326959213920e-02,-1.800000388724013953e-02,-1.200000515905733436e-02,-6.000006243861851288e-03,-1.200000599885047217e-02,-1.800000539297712948e-02,1.199999938566711014e-02
-7.984999999999999876e-01,-7.865000003341263701e-01,-7.924999997907932192e-01,-7.865000001690244380e-01,-7.805000007107604221e-01,-7.864999997725132808e-01,-7.924999985333416319e-01,-7.864999996510819713e-01,-7.805000001786402963e-01,-7.745000018843898326e-01,-7.685000023782669887e-01,-7.745000019622652054e-01,-7.805000005693916165e-01,-7.865000000894342147e-01,-7.924999998532737955e-01,-7.865000037599086946e-01,-7.805000041110450315e-01,-7.865000032442085454e-01,-7.925000021589941879e-01,-7.865000030077402560e-01,-7.805000033961981831e-01,-7.865000028249797825e-01,-7.925000024673696242e-01,-7.865000030673786613e-01,-7.925000022180676007e-01,-7.985000019537314975e-01,-7.925000026141055809e-01,-7.985000023305538486e-01,-8.045000020689766496e-01,-8.105000016821160003e-01,-8.045000027234991968e-01,-7.985000032313579466e-01,-8.045000017928127800e-01,-7.985000020558663536e-01,-8.045000014205836436e-01,-7.865000001690244380e-01
7.937999999999999501e-01,8.057999996744409366e-01,7.998000002590398561e-01,8.057999998290269472e-01,8.117999993409282800e-01,8.177999941379251458e-01,8.237999916259057809e-01,8.177999927783156098e-01,8.117999932317857548e-01,8.057999934483138782e-01,7.997999938248512297e-01,8.057999935458908247e-01,8.117999918260864201e-01,8.177999912799185367e-01,8.117999970379892183e-01,8.057999988410503578e-01,8.117999977247798427e-01,8.057999991419884100e-01,7.997999994996158879e-01,8.057999985777020147e-01,8.117999981444220525e-01,8.057999986847638185e-01,7.997999989023100165e-01,8.057999985767236861e-01,7.997999991483754068e-01,7.938000007900412047e-01,7.998000005267018597e-01,7.938000008386087991e-01,7.878000011479061593e-01,7.818000015441263217e-01,7.878000009878595167e-01,7.938000004983771785e-01,7.878000019688901068e-01,7.938000016628138367e-01,7.878000020215617516e-01,8.057999998290269472e-01
3.199000000000000177e-01,3.318999977593886097e-01,3.378999955601836302e-01,3.318999960620391265e-01,3.258999964253136983e-01,3.199000049539855173e-01,3.139000052391913709e-01,3.199000041714056830e-01,3.259000037254695670e-01,3.199000080846053362e-01,3.139000084795101064e-01,3.199000082173177884e-01,3.259000068108379722e-01,3.319000061845654437e-01,3.379000051917938618e-01,3.319000093311763044e-01,3.379000065912414197e-01,3.319000076416429024e-01,3.319000076416429024e-01,3.259000077296050346e-01,3.199000081324965272e-01,3.259000076545440217e-01,3.319000072778012789e-01,3.259000075607851321e-01,3.319000071699333976e-01,3.379000068175486149e-01,3.319000073630986591e-01,3.379000070011984880e-01,3.439000065271443085e-01,3.499000057845691458e-01,3.439000062708147398e-01,3.379000067459734802e-01,3.439000051469099373e-01,3.379000063284968158e-01,3.319000108725431719e-01,3.318999960620391265e-01
-3.148000000000000242e-01,-3.028000003228000780e-01,-3.087999541398339098e-01,-3.027999546329505076e-01,-2.967999550811138976e-01,-3.027999545834349493e-01,-3.087999538647153153e-01,-3.027999552547779305e-01,-2.967999556435051423e-01,-2.907999564441632323e-01,-2.847999567656217534e-01,-2.907999563257510078e-01,-2.967999549513669066e-01,-3.027999546057185687e-01,-3.087999539283112216e-01,-3.027999547010525316e-01,-3.087999479592382635e-01,-3.027999488561919916e-01,-2.967999492081797031e-01,-3.027999484107892769e-01,-3.087999479631320932e-01,-3.027999485970123139e-01,-2.967999490232540727e-01,-3.027999487015052837e-01,-2.967999493743639916e-01,-2.907999501856683988e-01,-2.967999482653327359e-01,-2.907999487540843808e-01,-2.847999497200815466e-01,-2.787999500592825419e-01,-2.847999493684784111e-01,-2.907999490290793521e-01,-2.847999497876096409e-01,-2.907999492823792886e-01,-2.847999500842703924e-01,-3.027999546329505076e-01
3.199000000000000177e-01,3.199000047612972630e-01,3.259000037350013868e-01,3.199000043291098105e-01,3.139000046564165980e-01,3.199000042299824376e-01,3.259000033368190663e-01,3.199000045445708484e-01,3.139000049866568220e-01,3.079000053598223152e-01,3.019000057236674306e-01,3.079000053857717245e-01,3.139000037314836344e-01,3.199000031655747089e-01,3.259000029352516759e-01,3.199000034930412073e-01,3.139000060046498453e-01,3.199000053503142649e-01,3.259000050468766063e-01,3.199000061148101204e-01,3.139000064154753855e-01,3.199000056382830803e-01,3.259000053615289660e-01,3.199000064054249304e-01,3.259000059265435567e-01,3.319000053898344405e-01,3.259000070452963693e-01,3.319000061335866114e-01,3.379000058194893685e-01,3.439000055627109975e-01,3.379000070577347081e-01,3.319000075754172663e-01,3.379000070009963164e-01,3.319000075778341663e-01,3.379000073614508159e-01,3.199000043291098105e-01
-3.148000000000000242e-01,-3.028000005364845926e-01,-2.968000008863582173e-01,-3.028000003781899374e-01,-3.088000000595587102e-01,-3.028000005926014260e-01,-2.968000010294748470e-01,-3.027999991376866817e-01,-3.087999988095546100e-01,-3.028000005634319258e-01,-2.968000010484898032e-01,-3.028000007172291230e-01,-3.087999988116414962e-01,-3.147999984383413330e-01,-3.207999972682742396e-01,-3.147999980243973983e-01,-3.207999975057957420e-01,-3.147999980719586866e-01,-3.087999983702533480e-01,-3.147999980521454244e-01,-3.207999975608143428e-01,-3.147999981091402222e-01,-3.087999985262482316e-01,-3.147999981347872067e-01,-3.087999990512670934e-01,-3.147999983535452739e-01,-3.087999996949299386e-01,-3.147999978012098743e-01,-3.207999972626688345e-01,-3.267999969142199035e-01,-3.207999992106028708e-01,-3.147999996756109531e-01,-3.207999990138800661e-01,-3.148000083710578156e-01,-3.208000075891725977e-01,-3.028000003781899374e-01
