-7.819000000000000394e-01,-7.669000000000000261e-01,-7.643999999999999684e-01,-7.819000000000000394e-01
0.000000000000000000e+00,1.499999999999999944e-02,1.749999999999999820e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000104e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.499999999999999944e-02,1.749999999999999820e-02,0.000000000000000000e+00
-7.984999999999999876e-01,-7.834999999999999742e-01,-7.684999999999999609e-01,-7.984999999999999876e-01
7.937999999999999501e-01,8.087999999999999634e-01,8.237999999999999767e-01,7.937999999999999501e-01
3.199000000000000177e-01,3.249000000000000221e-01,3.199000000000000177e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.249000000000000221e-01,3.324000000000000288e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.349000000000000310e-01,3.499000000000000443e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.349000000000000310e-01,3.374000000000000332e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.249000000000000221e-01,3.199000000000000177e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.098000000000000198e-01,-3.023000000000000131e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.249000000000000221e-01,3.199000000000000177e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.249000000000000221e-01,3.324000000000000288e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.098000000000000198e-01,-3.023000000000000131e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.249000000000000221e-01,3.199000000000000177e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.847999999999999976e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.349000000000000310e-01,3.374000000000000332e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.349000000000000310e-01,3.374000000000000332e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.249000000000000221e-01,3.324000000000000288e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.847999999999999976e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.349000000000000310e-01,3.374000000000000332e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
2.722399999999999931e+00,2.727399999999999824e+00,2.722399999999999931e+00,2.722399999999999931e+00
2.171699999999999964e+00,2.186699999999999644e+00,2.189199999999999591e+00,2.171699999999999964e+00
9.313000000000000167e-01,9.363000000000000211e-01,9.313000000000000167e-01,9.313000000000000167e-01
4.741000000000000214e-01,4.891000000000000347e-01,4.916000000000000369e-01,4.741000000000000214e-01
-3.131099999999999994e+00,-3.126100000000000101e+00,-3.131099999999999994e+00,-3.131099999999999994e+00
-3.506200000000000205e+00,-3.491200000000000525e+00,-3.488700000000000578e+00,-3.506200000000000205e+00
-1.529500000000000082e+00,-1.514500000000000401e+00,-1.512000000000000455e+00,-1.529500000000000082e+00
-1.933899999999999952e+00,-1.918900000000000272e+00,-1.916400000000000325e+00,-1.933899999999999952e+00
2.078300000000000036e+00,2.093299999999999716e+00,2.095799999999999663e+00,2.078300000000000036e+00
1.566500000000000004e+00,1.581499999999999684e+00,1.583999999999999631e+00,1.566500000000000004e+00
1.596300000000000052e+00,1.601299999999999946e+00,1.596299999999999830e+00,1.596300000000000052e+00
1.011200000000000099e+00,1.026199999999999779e+00,1.028699999999999726e+00,1.011200000000000099e+00
3.199000000000000177e-01,3.349000000000000310e-01,3.374000000000000332e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.973000000000000087e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.249000000000000221e-01,3.199000000000000177e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.098000000000000198e-01,-3.148000000000000242e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.349000000000000310e-01,3.374000000000000332e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-2.998000000000000109e-01,-2.847999999999999976e-01,-3.148000000000000242e-01
