-7.819000000000000394e-01,-7.719000084990907951e-01,-7.819000000000000394e-01
0.000000000000000000e+00,7.743617169361782793e-09,0.000000000000000000e+00
0.000000000000000000e+00,9.999998937612077782e-03,0.000000000000000000e+00
0.000000000000000000e+00,4.302012498839935528e-09,0.000000000000000000e+00
-7.984999999999999876e-01,-7.885000004963864662e-01,-7.984999999999999876e-01
7.937999999999999501e-01,7.938000013454178383e-01,7.937999999999999501e-01
3.199000000000000177e-01,3.199000010889476164e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999998115396103e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.298999992829974026e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999998160173063e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.199000001826327599e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999993594425283e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.199000008396705175e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999968030909534e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.199000002110619634e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999998246284736e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.199000003722898833e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.048000004410927888e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.298999991623479677e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999891105452419e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.298999918962152167e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.048000004467478208e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.298999995786417450e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999991989350876e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.298999980200956195e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999996080278473e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.298999993865083247e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999998022342205e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.199000007244558463e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999997969328501e-01,-3.148000000000000242e-01
2.722399999999999931e+00,2.732399998583482592e+00,2.722399999999999931e+00
2.171699999999999964e+00,2.181699999624904684e+00,2.171699999999999964e+00
9.313000000000000167e-01,9.313000002812455991e-01,9.313000000000000167e-01
4.741000000000000214e-01,4.741000001860455892e-01,4.741000000000000214e-01
-3.131099999999999994e+00,-3.131099999806624457e+00,-3.131099999999999994e+00
-3.506200000000000205e+00,-3.506199999660036148e+00,-3.506200000000000205e+00
-1.529500000000000082e+00,-1.519500000428087860e+00,-1.529500000000000082e+00
-1.933899999999999952e+00,-1.933899999673723613e+00,-1.933899999999999952e+00
2.078300000000000036e+00,2.078300000227159661e+00,2.078300000000000036e+00
1.566500000000000004e+00,1.566500000377124557e+00,1.566500000000000004e+00
1.596300000000000052e+00,1.606299997189813533e+00,1.596300000000000052e+00
1.011200000000000099e+00,1.011200000436124347e+00,1.011200000000000099e+00
3.199000000000000177e-01,3.298999996040190008e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999991915005902e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.199000002419884470e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.048000026004711316e-01,-3.148000000000000242e-01
3.199000000000000177e-01,3.298999990781396052e-01,3.199000000000000177e-01
-3.148000000000000242e-01,-3.147999984160763653e-01,-3.148000000000000242e-01
