-7.819000000000000394e-01,-7.818999997845867966e-01,-7.868999995198288078e-01,-7.818999998947465668e-01,-7.818999997845867966e-01
0.000000000000000000e+00,1.124511690361873484e-09,-4.999998676525491299e-03,-9.999998009382091851e-03,1.124511690361873484e-09
0.000000000000000000e+00,3.015493488592313476e-10,-4.999996898675913674e-03,1.351709169074288841e-09,3.015493488592313476e-10
0.000000000000000000e+00,1.531662350770512937e-09,-4.999986164087852347e-03,-9.999984584792596248e-03,1.531662350770512937e-09
-7.984999999999999876e-01,-7.984999973242049576e-01,-7.935000074885896204e-01,-7.885000082906700181e-01,-7.984999973242049576e-01
7.937999999999999501e-01,7.938000002884298967e-01,7.888000005250506153e-01,7.938000002740508432e-01,7.938000002884298967e-01
3.199000000000000177e-01,3.199000003266045944e-01,3.149000093181776871e-01,3.199000091026456549e-01,3.199000003266045944e-01
-3.148000000000000242e-01,-3.147999993636358962e-01,-3.197999976383130716e-01,-3.247999970394513380e-01,-3.147999993636358962e-01
3.199000000000000177e-01,3.298999950091935918e-01,3.248999952073973185e-01,3.198999977033524789e-01,3.298999950091935918e-01
-3.148000000000000242e-01,-3.048000026757951009e-01,-3.098000021111059765e-01,-3.048000028938289696e-01,-3.048000026757951009e-01
3.199000000000000177e-01,3.199000002435209433e-01,3.149000007055393069e-01,3.199000004852172729e-01,3.199000002435209433e-01
-3.148000000000000242e-01,-3.147999994053786721e-01,-3.197999972507130639e-01,-3.147999974585882210e-01,-3.147999994053786721e-01
3.199000000000000177e-01,3.298999991186862268e-01,3.248999999005634520e-01,3.298999996283119573e-01,3.298999991186862268e-01
-3.148000000000000242e-01,-3.147999996774276110e-01,-3.197999994665288170e-01,-3.247999985895713149e-01,-3.147999996774276110e-01
3.199000000000000177e-01,3.298999984993848944e-01,3.348999762345962750e-01,3.298999774869212365e-01,3.298999984993848944e-01
-3.148000000000000242e-01,-3.147999996338152195e-01,-3.098000031493213235e-01,-3.048000040835533442e-01,-3.147999996338152195e-01
3.199000000000000177e-01,3.199000001889333311e-01,3.149001560382896359e-01,3.099001564179809654e-01,3.199000001889333311e-01
-3.148000000000000242e-01,-3.147999996016303537e-01,-3.197999993783435246e-01,-3.247999987398431099e-01,-3.147999996016303537e-01
3.199000000000000177e-01,3.199000002228711836e-01,3.149000004615453152e-01,3.198999969623148032e-01,3.199000002228711836e-01
-3.148000000000000242e-01,-3.147999907462209479e-01,-3.197999900133642326e-01,-3.147999928687363891e-01,-3.147999907462209479e-01
3.199000000000000177e-01,3.199000002764046391e-01,3.149000016435464788e-01,3.199000014177895701e-01,3.199000002764046391e-01
-3.148000000000000242e-01,-3.147999983363967691e-01,-3.197999973087867764e-01,-3.147999975359807023e-01,-3.147999983363967691e-01
3.199000000000000177e-01,3.199000002021767375e-01,3.248999612389267821e-01,3.298999597434812414e-01,3.199000002021767375e-01
-3.148000000000000242e-01,-3.147999997225595648e-01,-3.197999994766034249e-01,-3.148000008929592308e-01,-3.147999997225595648e-01
3.199000000000000177e-01,3.199000006345459890e-01,3.149000008247667681e-01,3.099000031884859840e-01,3.199000006345459890e-01
-3.148000000000000242e-01,-3.147999997871671618e-01,-3.197999993558363618e-01,-3.147999995486627789e-01,-3.147999997871671618e-01
3.199000000000000177e-01,3.199000005313183959e-01,3.149000007523882205e-01,3.199000005680278091e-01,3.199000005313183959e-01
-3.148000000000000242e-01,-3.147999992166100047e-01,-3.197999988524646842e-01,-3.147999990710327878e-01,-3.147999992166100047e-01
3.199000000000000177e-01,3.298999988155144059e-01,3.248999991555599487e-01,3.198999997975054965e-01,3.298999988155144059e-01
-3.148000000000000242e-01,-3.048000012874843567e-01,-3.098000006941308282e-01,-3.148000003246466671e-01,-3.048000012874843567e-01
2.722399999999999931e+00,2.722400000472031678e+00,2.717400005610077329e+00,2.712400006087245075e+00,2.722400000472031678e+00
2.171699999999999964e+00,2.171700000417856824e+00,2.176699995922066311e+00,2.171699996161374102e+00,2.171700000417856824e+00
9.313000000000000167e-01,9.313000003046517650e-01,9.263000007608104269e-01,9.312999983161420747e-01,9.313000003046517650e-01
4.741000000000000214e-01,4.741000011331176767e-01,4.691000013066747298e-01,4.741000009984521757e-01,4.741000011331176767e-01
-3.131099999999999994e+00,-3.131099999639754827e+00,-3.136099970417260518e+00,-3.131099970618568928e+00,-3.131099999639754827e+00
-3.506200000000000205e+00,-3.506199999798099487e+00,-3.511199999341048983e+00,-3.506200001416174494e+00,-3.506199999798099487e+00
-1.529500000000000082e+00,-1.529499993997545104e+00,-1.534499993766991643e+00,-1.529499994868601886e+00,-1.529499993997545104e+00
-1.933899999999999952e+00,-1.923900001735086240e+00,-1.928900001213252891e+00,-1.923900002506447215e+00,-1.923900001735086240e+00
2.078300000000000036e+00,2.078300000365882916e+00,2.073300000972319257e+00,2.068300001751624428e+00,2.078300000365882916e+00
1.566500000000000004e+00,1.566500000294941630e+00,1.561500000495268381e+00,1.566500000181076713e+00,1.566500000294941630e+00
1.596300000000000052e+00,1.596300000205735037e+00,1.601299997608166104e+00,1.596299997873787069e+00,1.596300000205735037e+00
1.011200000000000099e+00,1.011200000620366080e+00,1.006200001205550754e+00,1.011199978898041696e+00,1.011200000620366080e+00
3.199000000000000177e-01,3.199000014515754886e-01,3.149000025313966056e-01,3.199000022218374539e-01,3.199000014515754886e-01
-3.148000000000000242e-01,-3.147999997798899274e-01,-3.197999992586384455e-01,-3.147999995828180131e-01,-3.147999997798899274e-01
3.199000000000000177e-01,3.199000002506671714e-01,3.149000007813851920e-01,3.099000014952285609e-01,3.199000002506671714e-01
-3.148000000000000242e-01,-3.147999996675283074e-01,-3.197999993832957299e-01,-3.147999996524674660e-01,-3.147999996675283074e-01
3.199000000000000177e-01,3.298999954675325141e-01,3.248999956568291436e-01,3.198999977687913554e-01,3.298999954675325141e-01
-3.148000000000000242e-01,-3.147999997841680608e-01,-3.197999994678198954e-01,-3.147999996548858093e-01,-3.147999997841680608e-01
