-7.819000000000000394e-01,-7.619000005890761429e-01,-7.718999999147956315e-01,-7.818999991156964091e-01,-7.719000000652521676e-01,-7.818999890576233680e-01,-7.718999895358755747e-01,-7.818999775884217796e-01,-7.718999785473477093e-01,-7.818999749226249740e-01,-7.918999631548498952e-01,-7.818999638504411376e-01,-7.718999645656573483e-01,-7.818999630166776349e-01,-7.918999616787230078e-01,-7.818999626187804752e-01,-7.718999631136195250e-01,-7.618999638016578091e-01,-7.718999629206777513e-01,-7.818999618304973698e-01,-7.718999665319495884e-01,-7.818999601933008803e-01,-7.918999576308414223e-01,-7.818999600011049544e-01,-7.718999612721441084e-01,-7.818999516193144705e-01,-7.718999526148001555e-01,-7.618999538321914455e-01,-7.718999532950470144e-01,-7.818999527574141961e-01,-7.718999535107716747e-01,-7.618999574886473614e-01,-7.718999569156027585e-01,-7.818999552854432045e-01,-7.918999542256495161e-01,-7.818999570057313386e-01,-7.718999575346057185e-01,-7.618999656779609220e-01,-7.718999652038541770e-01,-7.818999648364102217e-01,-7.718999999147956315e-01
0.000000000000000000e+00,1.999999628429029175e-02,9.999996810664091990e-03,-2.198835728078885055e-09,9.999995780315155611e-03,1.999999480383107472e-02,9.999995974985702654e-03,-3.598605961829814959e-09,9.999995677306245181e-03,1.999999024022295832e-02,9.999991638525300083e-03,1.999999101453841382e-02,2.999999022596665232e-02,1.999999071242312965e-02,2.999998994139826958e-02,1.999999084168271532e-02,9.999991498514600868e-03,-7.412208156282185101e-09,9.999992022444840339e-03,1.999999081957118743e-02,9.999996112027035797e-03,-9.243841525563567529e-10,-9.999998214089582393e-03,4.571261928015823983e-10,9.999999599557456501e-03,3.269766575553223475e-11,9.999999534954307281e-03,1.107418134624338357e-09,1.000000067185091539e-02,2.000000020785128521e-02,1.000000155645019463e-02,3.044311422742418394e-09,1.000000243967480613e-02,2.000000170041561429e-02,1.000000262561247764e-02,1.999999916929465910e-02,2.999999875362421853e-02,3.999999728514934405e-02,2.999999760493923806e-02,1.999999806583717399e-02,9.999996810664091990e-03
0.000000000000000000e+00,1.999999869448006173e-02,9.999999326944697745e-03,3.607792450205371537e-10,9.999995982273876191e-03,1.999999487141152291e-02,2.999997466903290416e-02,3.999997296225529797e-02,2.999997411205488143e-02,1.999997720674675378e-02,2.999997665685007545e-02,1.999997733411480738e-02,9.999978641291422388e-03,1.999997834537603492e-02,2.999997768796416886e-02,1.999997850034206798e-02,9.999979150827757388e-03,-1.751532445817827188e-08,9.999981841088705428e-03,1.999998067522655576e-02,2.999997411718424711e-02,1.999997538491441254e-02,9.999978662480327185e-03,1.999997806179704130e-02,2.999997738175043394e-02,1.999997829485678988e-02,2.999997630388375608e-02,1.999997685887096310e-02,2.999997511660212196e-02,3.999997461042077707e-02,2.999997602031962210e-02,1.999997758017411573e-02,2.999997579044995366e-02,3.999997483304883195e-02,2.999997620682590127e-02,3.999997364915060249e-02,4.999997318014882258e-02,5.999997046569561371e-02,4.999997087547657787e-02,3.999997119314727123e-02,9.999999326944697745e-03
0.000000000000000000e+00,1.027749768969798971e-09,-9.999998176270358946e-03,-1.999999769260505517e-02,-2.999998455709970702e-02,-3.999998374254041394e-02,-2.999998451360085666e-02,-2.000000442600744638e-02,-1.000001707376604182e-02,-4.244674152095728736e-08,-1.000004166019792355e-02,-4.237034203526113263e-08,9.999955636324045147e-03,-4.380838136350262424e-08,-1.000004198876289913e-02,-4.289121805813034261e-08,9.999956474428814759e-03,-3.900039845586289466e-08,9.999958815307430707e-03,-3.847822768049402598e-08,-1.000003272134900555e-02,-2.000003106173913608e-02,-3.000002740108138888e-02,-2.000002790801640173e-02,-1.000002862941719479e-02,-2.000002823194734977e-02,-1.000002953512985938e-02,-3.055510637388347828e-08,-1.000002947105136687e-02,-2.000002900442664905e-02,-1.000002945410513773e-02,-2.000000876918547194e-02,-1.000000939496198393e-02,-1.052897118276885369e-08,-1.000000911226361228e-02,-1.152516486066512691e-08,9.999987716996908138e-03,1.999997651988724007e-02,9.999976919624226426e-03,-2.254880683214000037e-08,-9.999998176270358946e-03
-7.984999999999999876e-01,-7.785000017890457702e-01,-7.885000011935133779e-01,-7.985000004347356795e-01,-7.885000060642420872e-01,-7.785000064876126391e-01,-7.885000058800211153e-01,-7.985000046386990791e-01,-7.885000058414209922e-01,-7.985000010839730100e-01,-7.885000015742974488e-01,-7.985000007058431493e-01,-8.084999997866413324e-01,-7.985000003540667635e-01,-7.885000007144258305e-01,-7.985000000423471134e-01,-8.084999995889783353e-01,-8.184999987361333273e-01,-8.084999992842835104e-01,-7.985000013324196066e-01,-8.084999952990208349e-01,-8.184999942617646740e-01,-8.284999912947048628e-01,-8.184999925127570686e-01,-8.084999931445162602e-01,-8.184999926652972713e-01,-8.084999940176564870e-01,-8.184999926698304229e-01,-8.084999932693207603e-01,-7.984999940196180201e-01,-8.084999930503125043e-01,-8.184999890206892115e-01,-8.084999897988299766e-01,-7.984999905380891772e-01,-7.884999924270326144e-01,-7.984999901941897127e-01,-8.084999896683187082e-01,-7.985000001385703650e-01,-8.084999998630759688e-01,-8.184999994343913343e-01,-7.885000011935133779e-01
7.937999999999999501e-01,8.137999930993984332e-01,8.037999943262846836e-01,7.937999951575084312e-01,7.837999995360138694e-01,7.738000001166489561e-01,7.837999982275510868e-01,7.737999993546704758e-01,7.837999978120488986e-01,7.937999966759415882e-01,7.837999973909829388e-01,7.937999966088427062e-01,8.037999957265472561e-01,7.937999967967513948e-01,7.837999971148665868e-01,7.937999962634936235e-01,8.037999955015986409e-01,8.137999941796376646e-01,8.037999949244275522e-01,7.937999988611887936e-01,7.838000066969377233e-01,7.938000039309222045e-01,8.038000001629415081e-01,7.938000007881947928e-01,7.838000014407211502e-01,7.938000010973320641e-01,7.838000021473432444e-01,7.738000197919642220e-01,7.838000192288075985e-01,7.938000186065021779e-01,7.838000191973170105e-01,7.738000199900301190e-01,7.838000189614529045e-01,7.938000181614327522e-01,8.038000116850583243e-01,7.938000143150883980e-01,7.838000148904225028e-01,7.738000157539491886e-01,7.838000153707690432e-01,7.938000149778166037e-01,8.037999943262846836e-01
3.199000000000000177e-01,3.199000017251513173e-01,3.099000029075851259e-01,2.999000033328126924e-01,3.099000019501262915e-01,3.199000010727057752e-01,3.099000019705910325e-01,2.999000028433955745e-01,3.099000022316662495e-01,3.199000008723948407e-01,3.099000022706977497e-01,3.199000013726849279e-01,3.299000006848891164e-01,3.199000016997379237e-01,3.099000039742608181e-01,3.199000031742119665e-01,3.299000026308226974e-01,3.399000019090157032e-01,3.299000024388147323e-01,3.299000024388147323e-01,3.399000023346504529e-01,3.299000035671666442e-01,3.199000070905499427e-01,3.299000064815238442e-01,3.399000058748913311e-01,3.299000064154503087e-01,3.199000153748230435e-01,3.299000136943816552e-01,3.199000141495192406e-01,3.099000146441414638e-01,3.199000137085201700e-01,3.299000125197294464e-01,3.199000133041431937e-01,3.099000139581593594e-01,3.199000129723046371e-01,3.099000154364782711e-01,2.999000160821310157e-01,2.899000175018274228e-01,2.999000169866055110e-01,3.099000166994988481e-01,3.099000029075851259e-01
-3.148000000000000242e-01,-2.948000024152116483e-01,-3.048000015869077317e-01,-3.148000008246333858e-01,-3.048000015411163610e-01,-2.948000021886246214e-01,-3.048000015316353895e-01,-2.948000046349398273e-01,-3.048000040326638849e-01,-3.148000032050135011e-01,-3.048000040965128665e-01,-3.148000034388790391e-01,-3.248000026172251364e-01,-3.148000034639983902e-01,-3.248000023057014407e-01,-3.148000031291094958e-01,-3.048000039566851060e-01,-2.948000045116593304e-01,-3.048000038384212629e-01,-3.148000026166674070e-01,-3.247999921690020164e-01,-3.347999883971640167e-01,-3.447999783303638544e-01,-3.347999801574406686e-01,-3.247999808374871789e-01,-3.347999803582682454e-01,-3.247999851366024093e-01,-3.147999874952969734e-01,-3.247999864306002071e-01,-3.347999857923780187e-01,-3.247999862351911848e-01,-3.147999871345372735e-01,-3.247999864745477749e-01,-3.347999855567267424e-01,-3.347999855567267424e-01,-3.447999854540924614e-01,-3.547999848292670566e-01,-3.647999839745518225e-01,-3.547999843981787804e-01,-3.447999849087816093e-01,-3.048000015869077317e-01
3.199000000000000177e-01,3.398999984904926275e-01,3.298999993272919706e-01,3.199000002361575001e-01,3.298999998277993284e-01,3.398999991837352574e-01,3.298999996647452582e-01,3.199000026047180145e-01,3.299000019021379737e-01,3.399000009386037857e-01,3.299000012715330721e-01,3.399000005138346214e-01,3.498999996695990045e-01,3.399000007206923746e-01,3.498999974713743466e-01,3.398999982837520584e-01,3.298999988223542124e-01,3.198999994657285018e-01,3.298999987484971808e-01,3.199000139046838664e-01,3.099000295761512036e-01,2.999000301863013473e-01,3.099000125694086338e-01,2.999000135264276445e-01,2.899000141705342370e-01,2.999000135323162120e-01,2.899000186423685843e-01,2.799000196506338800e-01,2.899000188653859111e-01,2.999000181150887068e-01,2.899000184910617839e-01,2.799000196156082310e-01,2.899000186429319115e-01,2.999000182522865710e-01,2.899000190339184324e-01,2.999000159708342106e-01,3.099000154736923363e-01,3.199000147683618289e-01,3.099000153814928660e-01,2.999000158148371065e-01,3.298999993272919706e-01
-3.148000000000000242e-01,-2.948000034503019950e-01,-3.048000029451135018e-01,-3.148000022643993590e-01,-3.048000032374009183e-01,-2.948000038428211234e-01,-3.048000033783976881e-01,-3.148000026434043530e-01,-3.048000035416397746e-01,-3.148000015898656523e-01,-3.048000019984694609e-01,-3.148000012390261837e-01,-3.248000003599641472e-01,-3.347999979669096793e-01,-3.447999947175920954e-01,-3.347999954524903399e-01,-3.247999962800659501e-01,-3.147999969845841073e-01,-3.247999961280756964e-01,-3.347999938422139832e-01,-3.447999910213424557e-01,-3.347999916140604881e-01,-3.247999949633775252e-01,-3.347999942787935890e-01,-3.447999937302412277e-01,-3.347999945402871380e-01,-3.447999930373300548e-01,-3.547999918204576830e-01,-3.447999924399310911e-01,-3.347999928699795236e-01,-3.447999923486723128e-01,-3.547999917404270342e-01,-3.447999921834281611e-01,-3.347999928182268103e-01,-3.447999902996357058e-01,-3.347999927239722062e-01,-3.247999932056988559e-01,-3.147999942472915480e-01,-3.247999935788782322e-01,-3.347999926623801414e-01,-3.048000029451135018e-01
