-7.819000000000000394e-01,-7.719000008565344295e-01,-7.669000035358888301e-01,-7.718999997476124753e-01,-7.768999993744349908e-01,-7.718999996435206290e-01,-7.768999988046643157e-01,-7.718999989239414550e-01,-7.669000009190639622e-01,-7.719000005303757739e-01,-7.669000010848009419e-01,-7.719000000056576161e-01,-7.768999997339686159e-01,-7.718999999552244029e-01,-7.768999993586229724e-01,-7.818999986956495230e-01,-7.769000713512043133e-01,-7.819000676301355313e-01,-7.769000680246554991e-01,-7.719000687933220695e-01,-7.669000692221252802e-01,-7.719000689247957903e-01,-7.669000695984651284e-01,-7.619000709677461458e-01,-7.569000724393106783e-01,-7.718999999552244029e-01
0.000000000000000000e+00,9.707389987331782599e-10,5.000000306827906936e-03,1.772105825796621570e-09,-4.999997900965041236e-03,1.934823710102173688e-09,5.000001729276101758e-03,1.831493707561693274e-09,-4.999997519486840646e-03,2.016716556772768509e-09,-4.999997640388574582e-03,-9.999996508257006506e-03,-1.499999631712692003e-02,-9.999996952212928877e-03,-1.499999669368566602e-02,-1.999999591541240518e-02,-2.499999562536607892e-02,-2.000000050515726366e-02,-2.499999970452451356e-02,-2.000000004686822153e-02,-1.500000105761864488e-02,-2.000000087533629345e-02,-1.500000162223062532e-02,-1.000000283398377529e-02,-1.500000248773321332e-02,-9.999996952212928877e-03
0.000000000000000000e+00,7.045686646958704280e-10,4.999998874765347254e-03,5.270995992109894779e-10,4.999995062718486788e-03,-4.648880439460378877e-09,4.999994346128904844e-03,-5.551782161598850518e-09,4.999994171902605658e-03,-5.455988222845264968e-09,-5.000004483128984469e-03,-4.922791729811137884e-09,4.999994850684914664e-03,9.999981774908840021e-03,4.999983621527256256e-03,-1.561675874554857568e-08,-5.000015333864761373e-03,-1.000001403258617833e-02,-5.000014598636771772e-03,-1.524719914648003938e-08,-5.000014539673846951e-03,-1.473071464461184199e-08,-5.000001631110424782e-03,-1.000000031562350150e-02,-1.499999948561192738e-02,9.999981774908840021e-03
0.000000000000000000e+00,4.697124651037443144e-10,4.999992133952644961e-03,-2.855752970903902010e-09,4.999996110445025128e-03,-3.627933781516490264e-09,4.999996174002333850e-03,-3.722010909548711943e-09,4.999996056498305641e-03,-3.591416330127328305e-09,4.999995917521339421e-03,-3.647193875036536248e-09,-5.000003080394267024e-03,-9.999998181163911523e-03,-4.999998873054750312e-03,-1.139623222179420026e-10,4.999999538066214610e-03,9.999999219112921250e-03,4.999999560667582436e-03,1.770482136766171610e-08,-4.999981889570163755e-03,1.786834758973898651e-08,5.000017406007453181e-03,2.229629361000240451e-08,5.000021581561953435e-03,-9.999998181163911523e-03
-7.984999999999999876e-01,-7.984999994607004936e-01,-8.034999990219755528e-01,-7.984999996843576975e-01,-8.034999987728469462e-01,-7.984999990136077974e-01,-8.034999986304264263e-01,-8.084999979352278654e-01,-8.034999982321197054e-01,-8.084999977189495368e-01,-8.034999979692483141e-01,-8.084999975613830214e-01,-8.134999972482936936e-01,-8.084999983200011897e-01,-8.134999960388793472e-01,-8.084999979231186629e-01,-8.034999982808253005e-01,-7.984999990782084556e-01,-8.034999985716853033e-01,-7.984999994788960498e-01,-8.034999992986348039e-01,-7.984999996901505082e-01,-7.935000027131420275e-01,-7.885000067404352997e-01,-7.935000062805714904e-01,-8.084999983200011897e-01
7.937999999999999501e-01,8.037999994252202907e-01,7.988000000159443115e-01,8.037999995185511892e-01,7.988000170194996530e-01,8.038000167024592635e-01,7.988000175892502330e-01,8.038000116800689820e-01,8.088000084878771423e-01,8.038000091159970273e-01,8.088000088984377278e-01,8.038000091188585161e-01,7.988000093205418484e-01,8.038000089809909099e-01,7.988000093211583552e-01,7.938000152879137739e-01,7.888000155934071778e-01,7.938000134246099293e-01,7.888000140202809929e-01,7.938000137934783096e-01,7.988000129848779052e-01,7.938000132535756315e-01,7.988000075273915535e-01,8.038000064141559431e-01,7.988000085163907693e-01,8.038000089809909099e-01
3.199000000000000177e-01,3.199000008736651579e-01,3.149000015204061476e-01,3.199000010079973699e-01,3.149000107307616259e-01,3.199000103402600548e-01,3.249000096505337276e-01,3.199000112566651732e-01,3.149000118768391365e-01,3.199000111691907566e-01,3.149000114914744519e-01,3.199000109649015600e-01,3.249000107536494375e-01,3.299000099691009602e-01,3.249000102192886041e-01,3.299000095308161074e-01,3.349000091779193444e-01,3.299000095380278941e-01,3.349000089408184500e-01,3.299000092068953283e-01,3.249000099566592414e-01,3.299000095100004804e-01,3.299000095100004804e-01,3.349000094581375819e-01,3.299000110932095997e-01,3.299000099691009602e-01
-3.148000000000000242e-01,-3.147999987151984813e-01,-3.197999977149058592e-01,-3.147999981301606853e-01,-3.097999998129495336e-01,-3.147999987664650279e-01,-3.097999991541042775e-01,-3.147999935603402744e-01,-3.097999947737228865e-01,-3.147999923201295069e-01,-3.097999928745544529e-01,-3.147999924499734203e-01,-3.197999921782843091e-01,-3.147999931051665423e-01,-3.197999928135944470e-01,-3.247999924020936180e-01,-3.297999920530626516e-01,-3.247999928663618530e-01,-3.297999923797023114e-01,-3.347999922117003146e-01,-3.397999915429918971e-01,-3.347999917850741358e-01,-3.397999912540077827e-01,-3.447999903737898331e-01,-3.497999893841605701e-01,-3.147999931051665423e-01
3.199000000000000177e-01,3.199000001866806331e-01,3.149000021103199876e-01,3.199000016404642821e-01,3.248999985152858927e-01,3.198999990385280601e-01,3.149000017520017791e-01,3.199000007389986577e-01,3.149000013193979930e-01,3.199000007119475741e-01,3.149000080841766747e-01,3.199000079072813474e-01,3.249000073197363947e-01,3.299000037536091168e-01,3.249000039577094601e-01,3.199000042116142417e-01,3.149000045498141498e-01,3.199000042963182633e-01,3.149000045929673530e-01,3.199000041025830687e-01,3.249000030140826722e-01,3.199000033662592335e-01,3.249000025854151819e-01,3.299000010294140806e-01,3.249000014559546012e-01,3.299000037536091168e-01
-3.148000000000000242e-01,-3.147999997384235971e-01,-3.197999989956319955e-01,-3.148000000733169879e-01,-3.098000019755997037e-01,-3.048000045918100032e-01,-3.098000043121912905e-01,-3.048000048683501828e-01,-2.998000055623059601e-01,-3.048000052004855576e-01,-3.098000036839698712e-01,-3.048000040613469963e-01,-2.998000042571953294e-01,-3.048000038308102400e-01,-2.998000041476577837e-01,-2.948000061951551176e-01,-2.898000065714894657e-01,-2.848000068652622452e-01,-2.898000065072867115e-01,-2.948000051115778897e-01,-2.998000043618141430e-01,-2.948000048733104284e-01,-2.998000040712919256e-01,-3.048000032222873967e-01,-2.998000036987756300e-01,-3.048000038308102400e-01
